ri,Label
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
2,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
1,1
0,0
0,0
1,1
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
2,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
2,1
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
1,1
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
2,1
1,1
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
1,1
0,0
1,1
1,1
0,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
1,1
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
2,1
1,1
2,1
1,1
0,0
0,0
0,0
3,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
1,1
1,1
1,1
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
0,0
1,1
0,0
0,0
1,1
0,0
0,0
0,0
0,0
1,1
1,1
1,0
0,0
3,1
0,0
2,1
2,1
0,0
1,0
0,0
0,0
0,0
0,0
1,0
0,0
2,1
0,0
2,1
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
0,0
0,0
3,1
1,0
0,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
2,1
2,1
1,0
1,0
2,1
0,0
1,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
2,1
1,0
1,0
0,0
2,1
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
1,0
1,0
0,0
0,0
1,0
2,1
1,0
0,0
0,0
3,1
0,0
3,1
0,0
0,0
3,1
0,0
3,1
0,0
0,0
0,0
0,0
2,1
0,0
1,0
0,0
0,0
0,0
1,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
2,1
1,0
1,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
2,1
0,0
2,1
1,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
2,1
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
2,1
0,0
0,0
3,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
2,1
0,0
2,1
2,1
0,0
3,1
0,0
0,0
2,1
1,0
0,0
0,0
0,0
0,0
0,0
4,1
0,0
0,0
0,0
2,1
1,0
2,1
1,0
0,0
1,0
1,0
4,1
1,0
1,0
4,1
2,1
0,0
0,0
3,1
3,1
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
3,1
3,1
2,1
0,0
2,1
2,1
2,1
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
3,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,1
0,0
0,0
0,0
0,0
1,0
0,0
0,0
1,0
2,1
0,0
0,0
0,0
0,0
0,0
3,1
2,1
0,0
0,0
0,0
2,1
0,0
2,1
1,0
2,1
0,0
0,0
0,0
0,0
0,0
2,1
3,1
2,1
0,0
0,0
4,1
0,0
0,0
2,1
0,0
0,0
3,1
0,0
0,0
1,0
0,0
2,1
1,0
0,0
1,0
0,0
2,1
5,1
0,0
1,0
2,1
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
2,1
3,1
0,0
0,0
0,0
3,1
1,0
0,0
0,0
2,1
1,0
0,0
3,1
0,0
2,1
0,0
0,0
4,1
1,0
2,1
0,0
0,0
1,0
0,0
3,1
0,0
0,0
0,0
0,0
0,0
1,0
0,0
3,1
1,0
3,1
1,0
0,0
0,0
0,0
2,1
0,0
5,1
0,0
2,1
0,0
1,0
0,0
1,0
0,0
0,0
0,0
1,0
0,0
4,1
2,1
0,0
0,0
1,0
5,1
0,0
0,0
0,0
0,0
0,0
1,0
0,0
2,0
2,0
2,0
0,0
2,0
4,1
2,0
0,0
0,0
2,0
1,0
0,0
0,0
0,0
0,0
0,0
4,1
3,1
3,1
0,0
2,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
0,0
6,1
0,0
0,0
0,0
3,1
4,1
0,0
0,0
0,0
3,1
3,1
0,0
0,0
4,1
0,0
0,0
0,0
1,0
2,0
0,0
0,0
1,0
3,1
0,0
0,0
0,0
1,0
1,0
0,0
3,1
1,0
1,0
0,0
0,0
1,0
2,0
0,0
1,0
2,0
2,0
0,0
0,0
4,1
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
0,0
1,0
0,0
4,1
0,0
4,1
0,0
0,0
4,1
0,0
0,0
0,0
1,0
0,0
0,0
0,0
4,1
3,1
4,1
3,1
2,0
0,0
1,0
0,0
0,0
4,1
2,0
0,0
0,0
0,0
1,0
0,0
0,0
4,1
2,0
0,0
0,0
4,1
1,0
0,0
7,1
0,0
1,0
0,0
0,0
0,0
3,1
4,1
0,0
0,0
0,0
2,0
0,0
0,0
0,0
3,1
0,0
3,1
0,0
0,0
3,1
0,0
0,0
2,0
2,0
3,1
2,0
0,0
5,1
0,0
0,0
4,1
2,0
1,0
1,0
0,0
0,0
0,0
1,0
2,0
0,0
4,1
2,0
6,1
4,1
0,0
3,1
0,0
0,0
0,0
4,1
3,1
0,0
1,0
5,1
1,0
0,0
4,1
0,0
4,1
0,0
1,0
2,0
7,1
4,1
6,1
0,0
3,0
0,0
2,0
0,0
3,0
0,0
0,0
0,0
6,1
0,0
5,1
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
2,0
4,1
5,1
1,0
0,0
0,0
0,0
4,1
4,1
4,1
0,0
5,1
0,0
0,0
0,0
2,0
0,0
0,0
5,1
5,1
2,0
3,0
1,0
0,0
4,1
0,0
0,0
5,1
0,0
0,0
0,0
2,0
0,0
0,0
5,1
6,1
3,0
1,0
6,1
1,0
0,0
2,0
0,0
0,0
4,1
0,0
8,1
0,0
3,0
4,1
0,0
4,1
0,0
3,0
0,0
6,1
3,0
0,0
4,1
1,0
0,0
0,0
6,1
5,1
0,0
0,0
0,0
4,1
0,0
5,1
0,0
0,0
0,0
0,0
2,0
0,0
4,0
6,1
3,0
6,1
5,1
0,0
5,1
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
1,0
0,0
0,0
0,0
6,1
0,0
2,0
0,0
0,0
0,0
0,0
5,1
5,1
0,0
10,1
0,0
5,1
3,0
2,0
3,0
0,0
0,0
3,0
0,0
0,0
4,0
0,0
0,0
0,0
0,0
2,0
1,0
3,0
7,1
4,0
7,1
4,0
0,0
0,0
0,0
4,0
1,0
0,0
8,1
0,0
2,0
3,0
0,0
6,1
4,0
4,0
7,1
0,0
2,0
0,0
2,0
6,1
3,0
0,0
0,0
8,1
5,1
4,0
3,0
6,1
0,0
4,0
0,0
0,0
5,1
0,0
5,1
0,0
0,0
0,0
5,1
1,0
4,0
0,0
7,1
5,0
2,0
0,0
2,0
2,0
5,0
0,0
0,0
0,0
0,0
0,0
6,1
0,0
5,0
6,1
0,0
5,0
0,0
0,0
0,0
8,1
6,1
0,0
0,0
0,0
4,0
10,1
9,1
7,1
9,1
6,1
0,0
6,1
5,0
6,1
0,0
8,1
0,0
0,0
0,0
0,0
5,0
0,0
4,0
7,1
8,1
0,0
7,1
0,0
0,0
0,0
7,1
0,0
6,1
0,0
7,1
8,1
5,0
4,0
0,0
4,0
5,0
4,0
0,0
3,0
2,0
0,0
6,1
7,1
7,1
3,0
0,0
0,0
0,0
4,0
6,1
1,0
0,0
5,0
0,0
6,1
0,0
0,0
0,0
0,0
5,0
0,0
0,0
0,0
7,1
4,0
0,0
0,0
0,0
0,0
1,0
9,1
7,1
0,0
0,0
0,0
7,1
5,0
8,1
8,1
7,1
0,0
0,0
0,0
8,1
0,0
6,0
0,0
7,1
0,0
0,0
0,0
2,0
0,0
6,0
8,1
0,0
0,0
0,0
2,0
4,0
0,0
6,0
5,0
0,0
7,1
0,0
7,1
9,1
0,0
8,1
4,0
7,1
0,0
3,0
0,0
12,1
0,0
0,0
6,0
4,0
15,1
4,0
0,0
0,0
12,1
0,0
0,0
7,1
0,0
1,0
5,0
5,0
0,0
4,0
0,0
0,0
7,1
3,0
5,0
4,0
0,0
2,0
7,1
0,0
0,0
8,1
5,0
0,0
0,0
9,1
7,1
7,1
0,0
0,0
6,0
0,0
0,0
0,0
0,0
7,1
4,0
0,0
0,0
5,0
8,1
5,0
6,0
9,1
11,1
11,1
9,1
4,0
11,1
11,1
6,0
0,0
0,0
0,0
0,0
9,1
0,0
0,0
0,0
7,0
2,0
0,0
0,0
9,1
0,0
0,0
5,0
0,0
0,0
7,0
6,0
7,0
0,0
8,0
10,1
6,0
0,0
0,0
6,0
0,0
3,0
8,0
0,0
0,0
8,0
0,0
0,0
14,1
7,0
0,0
7,0
7,0
0,0
9,1
0,0
0,0
0,0
0,0
12,1
10,1
3,0
5,0
0,0
0,0
0,0
11,1
11,1
0,0
9,1
12,1
0,0
0,0
7,0
4,0
8,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
4,0
7,0
0,0
0,0
0,0
0,0
12,1
10,1
8,0
11,1
11,1
6,0
0,0
7,0
2,0
10,1
0,0
0,0
9,1
5,0
1,0
0,0
15,1
8,0
0,0
9,1
0,0
12,1
13,1
0,0
17,1
0,0
1,0
4,0
0,0
1,0
14,1
11,0
13,1
0,0
8,0
10,0
9,0
0,0
8,0
14,1
0,0
11,0
10,0
0,0
0,0
14,1
9,0
11,0
11,0
0,0
5,0
0,0
13,1
0,0
0,0
8,0
10,0
6,0
10,0
7,0
17,1
0,0
10,0
0,0
10,0
0,0
0,0
0,0
14,1
9,0
4,0
0,0
0,0
9,0
0,0
0,0
13,1
0,0
0,0
12,1
10,0
0,0
0,0
6,0
7,0
7,0
0,0
0,0
10,0
0,0
12,1
0,0
0,0
0,0
6,0
12,1
0,0
12,1
0,0
13,1
0,0
10,0
12,1
0,0
0,0
12,1
12,1
0,0
0,0
11,0
0,0
0,0
14,1
13,1
0,0
8,0
0,0
0,0
16,1
16,1
0,0
0,0
15,1
0,0
14,0
13,0
0,0
14,0
14,0
12,0
0,0
15,1
10,0
0,0
19,1
6,0
0,0
10,0
1,0
13,0
0,0
0,0
0,0
12,0
6,0
16,1
18,1
9,0
10,0
8,0
0,0
0,0
0,0
12,0
16,1
0,0
0,0
14,0
15,1
15,1
0,0
0,0
0,0
17,1
14,0
0,0
0,0
10,0
0,0
9,0
14,0
0,0
18,1
0,0
13,0
6,0
0,0
0,0
0,0
1,0
17,1
13,0
0,0
14,0
17,1
12,0
0,0
12,0
9,0
15,1
0,0
0,0
0,0
0,0
0,0
17,1
19,1
0,0
0,0
0,0
0,0
13,0
13,0
0,0
16,1
0,0
0,0
15,1
0,0
0,0
16,1
15,1
0,0
0,0
17,1
0,0
14,0
8,0
13,0
0,0
15,0
12,0
17,0
13,0
0,0
18,1
16,0
14,0
0,0
0,0
20,1
23,1
0,0
0,0
0,0
0,0
0,0
0,0
16,0
13,0
11,0
0,0
17,0
14,0
14,0
17,0
15,0
20,1
0,0
18,1
16,0
0,0
0,0
0,0
0,0
15,0
0,0
19,1
15,0
17,0
15,0
17,0
0,0
12,0
0,0
0,0
0,0
16,0
0,0
0,0
8,0
0,0
0,0
0,0
0,0
13,0
0,0
20,1
12,0
0,0
0,0
0,0
20,1
21,1
0,0
15,0
14,0
0,0
0,0
0,0
0,0
0,0
0,0
15,0
21,1
0,0
16,0
17,0
0,0
16,0
20,1
0,0
19,1
21,1
0,0
1,0
0,0
0,0
28,1
23,1
18,1
0,0
0,0
0,0
0,0
0,0
15,0
14,0
16,0
19,1
0,0
25,1
0,0
0,0
19,0
0,0
23,1
27,1
23,1
22,0
0,0
0,0
17,0
18,0
0,0
23,1
0,0
0,0
0,0
30,1
28,1
0,0
0,0
0,0
0,0
0,0
0,0
21,0
13,0
0,0
26,1
0,0
0,0
19,0
0,0
22,0
0,0
17,0
0,0
0,0
0,0
23,1
0,0
26,1
23,1
20,0
33,1
21,0
0,0
0,0
28,1
0,0
11,0
23,1
0,0
0,0
26,1
21,0
24,1
0,0
21,0
0,0
0,0
0,0
28,1
0,0
28,1
0,0
0,0
19,0
0,0
0,0
28,1
0,0
0,0
30,1
34,1
20,0
0,0
24,1
16,0
21,0
0,0
21,0
0,0
19,0
0,0
17,0
0,0
1,0
0,0
0,0
16,0
23,1
25,1
0,0
30,1
20,0
18,0
0,0
26,0
0,0
26,0
0,0
24,0
24,0
0,0
28,0
28,0
31,1
0,0
33,1
21,0
0,0
0,0
0,0
0,0
0,0
0,0
38,1
0,0
0,0
23,0
24,0
0,0
0,0
0,0
0,0
0,0
22,0
0,0
24,0
26,0
0,0
0,0
28,0
0,0
0,0
32,1
0,0
0,0
27,0
26,0
0,0
0,0
0,0
31,1
23,0
28,0
0,0
31,1
30,1
0,0
1,0
37,1
0,0
27,0
0,0
19,0
0,0
0,0
39,1
0,0
29,1
0,0
17,0
27,0
0,0
32,1
23,0
0,0
24,0
0,0
31,1
0,0
31,1
0,0
0,0
0,0
0,0
28,0
0,0
0,0
0,0
0,0
0,0
21,0
0,0
0,0
0,0
33,1
0,0
0,0
0,0
0,0
0,0
29,1
30,1
25,0
0,0
31,0
35,0
0,0
29,0
38,1
0,0
0,0
37,1
0,0
0,0
37,1
0,0
29,0
26,0
39,1
36,0
28,0
0,0
33,0
42,1
38,1
43,1
0,0
32,0
0,0
0,0
31,0
25,0
40,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41,1
0,0
0,0
0,0
0,0
34,0
0,0
0,0
40,1
0,0
35,0
0,0
36,0
31,0
38,1
0,0
26,0
0,0
0,0
24,0
34,0
33,0
0,0
0,0
26,0
34,0
0,0
0,0
0,0
40,1
0,0
0,0
0,0
0,0
38,1
42,1
29,0
0,0
0,0
0,0
0,0
0,0
44,1
0,0
0,0
25,0
31,0
36,0
37,1
34,0
0,0
0,0
31,0
0,0
0,0
42,1
33,0
38,1
0,0
37,1
33,0
0,0
30,0
0,0
34,0
0,0
0,0
41,0
0,0
1,0
0,0
41,0
53,1
49,1
0,0
43,0
0,0
0,0
0,0
0,0
36,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
40,0
49,1
0,0
0,0
61,1
0,0
0,0
47,1
42,0
0,0
47,1
48,1
34,0
0,0
0,0
0,0
0,0
49,1
39,0
50,1
36,0
46,1
47,1
0,0
34,0
0,0
0,0
45,0
40,0
0,0
34,0
44,0
1,0
0,0
0,0
54,1
49,1
0,0
0,0
0,0
0,0
0,0
35,0
43,0
0,0
43,0
42,0
0,0
0,0
0,0
41,0
39,0
44,0
41,0
0,0
39,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
44,0
39,0
0,0
0,0
0,0
30,0
43,0
0,0
